ENSEMBL	X1_CTR_BC_2	X2_TGF_BC_4	X3_IR_BC_5	X4_CTR_BC_6	X5_TGF_BC_7	X6_IR_BC_12	X7_CTR_BC_13	X8_TGF_BC_14	X9_IR_BC_15
ENSG00000023608	851	715	660	776	711	605	866	684	595
ENSG00000023697	1012	1070	793	1054	1148	789	1050	990	802
ENSG00000023734	6376	6737	5976	6524	6201	5861	5808	5938	6301
ENSG00000023839	19	23	24	24	28	16	29	11	9
ENSG00000023892	79	134	56	97	112	64	82	120	82
ENSG00000023902	1366	2024	631	1443	1661	682	1087	1918	768
ENSG00000023909	2695	2399	3224	2581	2366	2894	2683	2134	3147
ENSG00000024048	2315	2179	1683	2465	2154	1720	2306	1921	2238
ENSG00000024422	12967	14295	12118	13471	11266	11058	10022	14815	13922
ENSG00000024526	1022	1309	206	923	1134	242	899	865	209
ENSG00000024862	450	447	315	464	509	350	348	380	386
ENSG00000025039	14	2	9	3	2	1	6	4	5
ENSG00000025156	683	729	490	712	625	538	600	546	554
ENSG00000025293	1902	1874	1744	2114	1807	1641	1860	1711	1879
ENSG00000025423	299	391	543	305	345	466	279	326	559
ENSG00000025434	722	583	292	746	520	271	593	664	334
ENSG00000025708	451	783	198	500	497	171	311	767	233
ENSG00000025770	480	668	310	497	558	258	318	704	327
ENSG00000025772	1014	1037	880	1163	1060	1001	909	1102	1026
ENSG00000025796	7927	8082	7453	7898	8253	7404	8110	6942	7640
ENSG00000025800	4039	3976	3987	3974	3678	3994	3885	3815	4160
ENSG00000026025	142521	143347	115241	144955	134362	109480	121320	140526	123286
ENSG00000026036	328	296	100	174	251	205	290	263	223
ENSG00000026103	3812	3079	4069	3873	3003	4084	3873	2668	4038
ENSG00000026297	494	482	545	579	418	393	481	542	532
ENSG00000026508	59639	40273	66162	60000	36540	61964	53233	42057	69238
ENSG00000026559	74	315	36	103	273	28	71	297	67
ENSG00000026652	444	431	208	475	401	199	391	380	232
ENSG00000026751	0	4	0	1	0	5	5	1	0
ENSG00000026950	1506	1917	644	1621	1755	647	1405	1766	672
ENSG00000027001	540	571	434	592	549	450	439	487	513
ENSG00000027075	58	49	39	41	38	37	40	26	37
ENSG00000027644	1	1	1	2	0	1	0	2	0
ENSG00000027697	5281	4505	4485	5159	4542	4496	4888	4031	4506
ENSG00000027847	748	811	780	791	677	769	520	971	893
ENSG00000027869	9	6	4	5	5	2	2	12	1
ENSG00000028116	1290	1380	1331	1426	1195	1168	1264	1055	1259
ENSG00000028137	393	265	99	426	220	107	299	280	124
ENSG00000028203	3759	3580	3539	4101	3594	3685	3762	3180	3723
ENSG00000028277	4541	6746	4937	4811	5644	4892	4645	6215	5790
ENSG00000028310	1097	1341	747	1140	1141	871	941	1241	956
ENSG00000028528	5076	5020	4565	5038	4627	4503	4687	4733	5258
ENSG00000028839	881	888	848	969	728	736	860	719	766
ENSG00000029153	961	1364	539	982	1202	537	973	1046	512
ENSG00000029363	7247	7260	5873	7726	7352	5713	7772	5763	5853
ENSG00000029364	2835	2746	2485	2804	2458	2369	2634	2460	2621
ENSG00000029534	1290	700	1600	1333	557	1296	996	764	1821
ENSG00000029559	0	0	6	0	0	0	0	0	1
ENSG00000029639	343	418	302	368	383	340	298	382	318
ENSG00000029725	3256	3393	3196	3489	3409	3174	3351	3014	3311
ENSG00000029993	935	1516	591	883	1401	589	790	1151	608
ENSG00000030066	1620	1861	920	1651	1610	902	1272	1524	969
ENSG00000030110	528	872	469	542	710	511	517	749	622
ENSG00000030304	28	13	32	44	8	45	32	13	39
ENSG00000030419	652	614	612	763	609	622	670	479	678
ENSG00000030582	10538	11462	7762	10689	9183	7077	7100	12388	9345
ENSG00000031003	3104	2801	3296	3200	2717	3203	2999	2382	3714
ENSG00000031081	1194	1919	831	1208	1581	890	957	1533	1054
ENSG00000031691	322	342	163	283	326	173	310	243	134
ENSG00000031698	5179	7948	4172	5266	7327	4239	4213	7149	4881
ENSG00000031823	1665	2027	1400	1667	1681	1389	1343	1895	1577
ENSG00000032219	1294	1205	1125	1344	1162	1081	1396	1084	1180
ENSG00000032389	444	565	437	429	527	437	422	516	494
ENSG00000032444	1997	2166	1948	1846	1613	1643	1230	2337	2286
ENSG00000032742	878	726	568	869	750	662	716	621	585
ENSG00000033011	980	1126	883	1103	957	789	793	1165	973
ENSG00000033030	845	1038	539	867	1017	565	860	914	553
ENSG00000033050	2654	2932	2763	2732	2479	2492	2206	2899	3192
ENSG00000033100	4310	4644	4614	4510	3608	4248	3255	4809	5545
ENSG00000033122	18	29	12	39	26	12	20	23	24
ENSG00000033170	3329	3308	1752	2955	3020	1694	2752	2701	1867
ENSG00000033178	3221	3040	2771	3350	2819	2638	3106	2456	3038
ENSG00000033327	664	814	509	671	767	528	567	785	536
ENSG00000033627	1549	1788	2020	1544	1490	1865	1303	1677	2153
ENSG00000033800	2125	2031	1880	2214	2005	1789	2121	1859	1995
ENSG00000033867	2632	2612	2405	2681	2656	2630	2635	2231	2886
ENSG00000034053	826	814	657	920	674	631	665	861	797
ENSG00000034152	2480	2584	2961	2345	2079	2852	1780	2816	3583
ENSG00000034239	40	23	15	24	15	12	26	27	30
ENSG00000034510	41611	46369	31745	44320	41811	30316	35054	43679	33699
ENSG00000034533	233	284	179	228	280	183	293	236	177
ENSG00000034677	1934	2103	1788	1825	1950	1736	1826	1692	1716
ENSG00000034693	986	777	1130	836	782	1131	805	736	1237
ENSG00000034713	2950	2870	3436	3144	2653	3242	2746	2512	3512
ENSG00000034971	1	0	0	1	2	3	5	3	3
ENSG00000035115	1036	1094	868	1104	1020	788	1141	990	935
ENSG00000035141	1439	1846	1117	1480	1585	1044	1236	1550	1139
ENSG00000035403	32361	29423	31299	33327	27014	31246	29590	28159	36324
ENSG00000035499	204	190	21	119	140	47	159	150	31
ENSG00000035664	766	739	414	770	695	466	559	660	423
ENSG00000035681	2197	2491	1532	2217	2271	1397	1811	2177	1562
ENSG00000035687	3272	2957	2706	3105	2865	2563	3156	2540	2751
ENSG00000035720	3	0	0	1	0	0	0	0	0
ENSG00000035862	49711	57041	44397	51191	51609	42419	42987	54802	48383
ENSG00000035928	2448	2682	1751	2563	2445	1641	2515	2148	1831
ENSG00000036054	3081	2451	2637	3152	2496	2610	2859	2166	2776
ENSG00000036257	4373	3902	3708	4191	4106	3561	4423	3602	3750
ENSG00000036448	13	30	31	20	27	24	14	18	41
ENSG00000036473	0	0	0	0	0	0	0	0	0
ENSG00000036530	55	68	67	64	56	69	52	46	110
ENSG00000036549	2643	2815	2115	2652	2659	1999	2732	2341	2038
ENSG00000036565	1	2	2	2	3	0	13	1	7
ENSG00000036672	35	76	37	48	67	37	54	73	29
ENSG00000036828	6	15	0	18	12	0	9	16	29
ENSG00000037042	936	1020	770	972	895	789	747	966	964
ENSG00000037241	856	1050	850	1089	992	893	980	938	839
ENSG00000037280	6	14	5	12	15	7	10	6	14
ENSG00000037474	3083	3385	2764	3035	3028	2593	2733	3143	2780
ENSG00000037637	1055	1227	1174	1189	1156	1065	947	1002	1249
ENSG00000037749	1267	1401	1047	1202	1376	1148	1230	1129	1288
ENSG00000037757	771	908	706	747	743	688	636	846	739
ENSG00000037897	301	451	275	331	394	258	268	450	343
ENSG00000037965	25	67	40	36	56	38	43	45	30
ENSG00000038002	1767	1205	1439	1882	1210	1404	1923	1055	1317
ENSG00000038210	1779	1262	1263	1760	1320	1211	1581	1078	1128
ENSG00000038219	2555	2953	2320	3065	2867	2522	2816	2403	2742
ENSG00000038274	3226	3568	2074	3009	3356	2041	2988	2964	2020
ENSG00000038295	15	12	14	14	25	22	6	10	41
ENSG00000038358	1808	2323	1261	1814	1834	1182	1375	2145	1596
ENSG00000038382	10378	11739	9220	11281	10762	9568	9272	10083	11575
ENSG00000038427	940	3647	369	1017	3155	500	968	2586	418
ENSG00000038532	1156	1174	946	1110	1028	838	946	1268	1058
ENSG00000038945	8	12	7	40	19	25	6	21	13
ENSG00000039068	14	27	18	15	12	8	9	22	18
ENSG00000039123	2906	2953	2388	2964	2820	2541	2920	2513	2681
ENSG00000039139	491	250	545	605	260	551	568	276	639
ENSG00000039319	2421	2555	1695	2405	2430	1695	2388	1939	1867
ENSG00000039523	1983	2463	1524	2002	1890	1481	1325	2404	1939
ENSG00000039537	1	1	3	0	0	0	3	2	10
ENSG00000039560	15849	19581	15754	16357	18425	15833	15994	16203	16589
ENSG00000039600	4	9	2	15	9	9	7	6	20
ENSG00000039650	716	1051	560	724	709	546	736	823	794
ENSG00000039987	15	11	6	1	15	10	0	3	3
ENSG00000040199	751	733	542	884	751	515	754	678	634
ENSG00000040275	1267	2149	1079	1268	1821	984	1306	1579	983
ENSG00000040341	1285	1294	1176	1249	1228	1278	1246	1119	1200
ENSG00000040487	398	507	364	424	397	310	233	531	427
ENSG00000040531	800	964	692	850	795	640	680	928	759
ENSG00000040608	1	12	16	3	9	3	3	10	5
ENSG00000040633	1700	2239	1633	1842	1819	1374	1571	1996	1984
ENSG00000040731	1	3	8	7	0	13	4	6	16
ENSG00000040933	1194	1248	962	1174	1102	977	1149	1092	1217
ENSG00000041353	1775	570	2038	1773	681	1953	1562	661	2149
ENSG00000041357	4639	4941	3978	4780	4944	3795	4759	3959	3520
ENSG00000041515	4	8	8	9	5	9	9	4	5
ENSG00000041802	1541	1745	1460	1614	1458	1537	1311	1556	1628
ENSG00000041880	687	824	668	714	706	602	655	750	700
ENSG00000041982	42945	42787	24677	41423	32866	21809	32301	38271	26847
ENSG00000041988	331	410	306	317	330	319	211	411	344
ENSG00000042062	4278	2963	1378	4531	2253	1382	3258	3005	1389
ENSG00000042088	713	785	600	694	737	548	641	707	540
ENSG00000042286	798	809	670	834	660	652	614	868	773
ENSG00000042304	7	8	2	2	3	1	5	12	4
ENSG00000042317	432	400	301	475	348	389	467	357	279
ENSG00000042429	1328	1543	1121	1364	1438	1082	1358	1235	1227
ENSG00000042445	1877	1942	2224	1743	1515	1993	1478	1830	2386
ENSG00000042493	2080	2239	1482	1916	1843	1433	1581	2236	1777
ENSG00000042753	3109	3546	2847	3070	2977	2865	2196	3395	3274
ENSG00000042781	0	2	3	2	4	0	14	1	2
ENSG00000042813	0	0	0	0	0	0	0	0	0
ENSG00000042832	40	48	44	51	56	58	40	77	51
ENSG00000042980	54	29	18	53	20	31	59	37	22
ENSG00000043039	6	5	3	3	11	10	6	1	5
ENSG00000043093	2451	2462	1851	2200	2431	1888	2307	2001	1918
ENSG00000043143	1403	1355	1467	1495	1126	1293	1169	1232	1420
ENSG00000043355	4	11	6	12	11	6	6	8	2
ENSG00000043462	3	0	0	3	1	2	0	3	3
ENSG00000043514	738	748	587	804	668	596	836	671	575
ENSG00000043591	2	1	1	3	1	2	8	2	1
ENSG00000044012	0	0	0	0	0	0	0	0	0
ENSG00000044090	2591	2988	1407	2551	2361	1515	1701	2791	1829
ENSG00000044115	15261	15964	14591	15147	14077	14082	13071	14484	15530
ENSG00000044446	763	912	497	835	788	611	573	828	688
ENSG00000044459	933	1160	613	1126	985	552	1048	814	617
ENSG00000044524	0	2	1	0	1	0	2	3	1
ENSG00000044574	42959	37285	34068	45459	37481	35848	40988	36974	36758
ENSG00000046604	7	7	5	4	14	9	7	3	5
ENSG00000046647	290	354	296	320	338	248	310	349	365
ENSG00000046651	675	759	557	890	736	594	752	620	534
ENSG00000046653	783	251	91	699	201	111	546	198	98
ENSG00000046774	0	0	0	0	0	0	0	0	0
ENSG00000046889	14	22	18	14	17	13	29	19	13
ENSG00000047056	891	916	807	958	779	844	740	843	1048
ENSG00000047188	2036	1909	1478	1943	1757	1474	2051	1601	1472
ENSG00000047230	544	607	363	550	587	418	471	525	512
ENSG00000047249	1612	1606	2079	1675	1512	1896	1421	1400	2238
ENSG00000047315	5911	5507	4844	5898	5310	4912	5619	4979	5034
ENSG00000047346	1896	1770	2195	1956	1746	2151	1919	1563	2168
ENSG00000047365	6	3	0	10	0	0	1	1	0
ENSG00000047410	7093	7117	4753	7736	6619	4988	7368	5822	5666
ENSG00000047457	3	5	5	8	11	6	11	4	150
ENSG00000047578	867	900	755	864	803	677	629	921	873
ENSG00000047579	397	377	298	310	410	231	300	340	330
ENSG00000047597	0	0	3	0	0	4	0	1	3
ENSG00000047617	4	1	2	4	2	5	0	3	2
ENSG00000047621	962	1037	1024	1005	1099	923	967	891	907
ENSG00000047634	1308	827	1000	1207	864	814	1210	714	936
ENSG00000047644	2255	2922	1526	2346	2507	1624	1817	2755	1741
ENSG00000047648	390	230	256	397	200	221	397	175	240
ENSG00000047662	21	23	20	27	21	22	17	19	11
ENSG00000047849	19808	19946	20180	20814	17594	19722	17008	19805	22775
ENSG00000047932	5507	6454	5557	5874	6826	6004	5430	5318	6268
ENSG00000047936	14	38	22	12	32	30	28	20	27
ENSG00000048028	1577	1806	840	1725	1770	920	1496	1606	918
ENSG00000048052	729	604	958	722	497	903	705	496	917
ENSG00000048140	1553	1786	1615	1443	1513	1480	1133	1784	1923
ENSG00000048162	605	710	512	564	546	516	386	661	602
ENSG00000048342	1427	1339	781	1468	1179	801	1300	1172	904
ENSG00000048392	3980	3618	5183	3986	3255	4941	4327	2883	5054
ENSG00000048405	992	963	825	947	849	861	1059	783	912
ENSG00000048462	3	2	3	4	1	3	2	0	7
ENSG00000048471	2097	1713	1711	2199	1508	1537	1832	1519	1748
ENSG00000048540	1	5	4	2	18	15	7	3	11
ENSG00000048544	2028	2054	2100	2002	2065	1850	2037	1825	2174
ENSG00000048545	46	38	39	71	32	25	50	36	31
ENSG00000048649	2442	2284	2337	2538	2397	2359	2635	2040	2765
ENSG00000048707	1314	1816	1722	1908	1576	1768	1601	1604	2258
ENSG00000048740	235	205	113	201	239	113	212	218	138
ENSG00000048828	8056	8389	6388	7759	7412	5994	7026	7338	7079
ENSG00000048991	1499	1998	1389	1606	1777	1381	1490	1622	1440
ENSG00000049089	64	71	35	59	59	24	44	84	17
ENSG00000049130	3665	2778	3315	3746	2607	3187	3532	2366	3354
ENSG00000049167	564	685	516	579	613	475	598	491	488
ENSG00000049192	644	1250	385	744	1138	345	575	929	396
ENSG00000049239	4018	4161	3055	4182	3730	2766	3212	4114	3321
ENSG00000049245	6248	5169	7257	6525	4943	7133	5839	4964	7648
ENSG00000049246	272	436	167	308	400	141	275	381	169
ENSG00000049247	0	0	0	0	0	4	0	0	0
ENSG00000049249	67	70	44	64	41	23	49	63	50
ENSG00000049283	2	5	6	2	5	10	5	11	9
ENSG00000049323	19912	22731	13180	20787	20061	13045	17325	20764	14959
ENSG00000049449	23308	19345	21179	25162	19152	20784	24049	18301	21464
ENSG00000049540	134	3852	70	197	2194	99	162	2425	91
ENSG00000049541	462	623	219	521	508	277	337	506	201
ENSG00000049618	1650	2242	1257	1767	2024	1189	1617	1935	1396
ENSG00000049656	2963	3376	4228	3144	2676	3897	2673	3129	4754
ENSG00000049759	3054	2290	4017	3397	2190	4006	3077	2421	4337
ENSG00000049768	3	2	7	1	7	0	8	6	5
ENSG00000049769	135	173	140	132	117	117	108	146	144
ENSG00000049860	12626	8707	10957	12951	8361	10532	12841	8312	11218
ENSG00000049883	746	698	646	716	692	572	569	564	720
ENSG00000050030	3	4	5	0	2	0	1	1	1
ENSG00000050130	2811	2343	3559	2712	2445	3477	2687	2104	3635
ENSG00000050165	38612	27340	56892	39276	23535	55418	34101	29439	63510
ENSG00000050327	101	196	209	136	85	244	132	178	259
ENSG00000050344	3408	2973	2654	3672	2855	2751	3611	2764	2664
ENSG00000050393	1133	1478	1097	1266	1303	1096	1257	1186	1143
ENSG00000050405	17937	15885	15831	18172	14835	15562	17145	13650	16497
ENSG00000050426	1797	1887	1409	1750	1522	1345	1547	1699	1659
ENSG00000050438	505	662	560	558	618	534	514	570	574
ENSG00000050555	4	4	0	2	4	0	0	1	5
ENSG00000050628	0	0	11	0	0	0	2	2	5
ENSG00000050730	121	115	57	148	84	105	103	94	91
ENSG00000050748	1862	1869	2143	1934	1690	2003	1771	1645	2223
ENSG00000050767	0	1	0	0	0	0	0	1	0
ENSG00000050820	2593	3514	2185	2584	2634	2038	1751	3938	2617
ENSG00000051009	692	805	519	682	728	530	538	825	547
ENSG00000051108	3433	4892	3421	3804	4521	3742	3397	4384	4142
ENSG00000051128	1186	1459	986	1282	1171	872	932	1545	1147
ENSG00000051180	256	431	145	212	345	76	206	333	120
ENSG00000051341	262	344	92	285	324	148	249	305	125
ENSG00000051382	1054	936	938	1082	937	961	1077	775	821
ENSG00000051523	1857	1758	1704	1933	1348	1500	1207	2021	2121
ENSG00000051596	359	438	322	381	376	317	257	419	339
ENSG00000051620	2342	2061	2161	2653	1968	2111	2630	1889	2257
ENSG00000051825	757	842	563	793	847	581	786	727	629
ENSG00000052126	1848	1798	1099	1852	1619	1080	1633	1395	1138
ENSG00000052344	5	11	3	5	3	1	5	9	1
ENSG00000052723	1552	1757	1043	1639	1805	1062	1543	1379	1102
ENSG00000052749	750	968	835	768	846	736	536	880	897
ENSG00000052795	545	809	655	621	818	597	492	632	770
ENSG00000052802	2814	2935	3789	2835	2679	3647	3159	2372	3761
ENSG00000052841	4248	4473	3857	4546	4308	3731	3981	3770	3608
ENSG00000052850	194	255	182	230	165	164	149	211	198
ENSG00000053108	32	8	11	26	2	8	9	7	7
ENSG00000053254	2546	4605	1629	2601	4221	1842	2402	3597	1913
ENSG00000053328	2	3	10	1	2	4	5	1	3
ENSG00000053371	867	1013	725	904	852	755	589	991	890
ENSG00000053372	945	1264	771	1025	1094	842	810	1094	965
ENSG00000053438	36	23	17	33	18	21	23	24	45
ENSG00000053501	319	502	259	358	383	224	270	411	320
ENSG00000053524	57	55	36	27	37	28	38	51	57
ENSG00000053702	38	41	32	46	41	23	36	40	37
ENSG00000053747	916	314	820	810	252	831	663	347	947
ENSG00000053770	1945	1836	1991	1853	1710	2109	1925	1440	2164
ENSG00000053900	1298	1256	896	1272	1181	854	1102	1074	1021
ENSG00000053918	0	0	0	0	2	2	0	2	0
ENSG00000054116	2293	2664	2313	2509	2433	2345	2239	2295	2648
ENSG00000054118	5265	5726	3747	5532	5635	3835	5261	5222	4165
ENSG00000054148	1994	2273	1750	2109	1892	1765	1533	2335	2170
ENSG00000054179	0	1	1	0	0	2	1	0	0
ENSG00000054219	121	90	71	176	59	59	198	107	75
ENSG00000054267	2428	2165	2095	2592	2249	1943	2560	1813	2237
ENSG00000054277	1906	1601	1343	1828	1488	1529	1856	1513	1368
ENSG00000054282	643	761	640	737	784	559	620	713	606
ENSG00000054356	648	2249	349	549	1703	339	400	1985	392
ENSG00000054392	302	522	264	334	496	276	305	399	295
ENSG00000054523	2731	2813	2551	2863	2821	2385	2738	2360	2742
ENSG00000054598	1050	918	981	1214	899	970	1121	809	1095
ENSG00000054611	698	815	763	716	677	670	626	810	812
ENSG00000054654	166	294	107	215	231	85	269	242	131
ENSG00000054690	18	25	16	29	16	31	22	19	12
ENSG00000054793	3514	3316	2314	3563	2921	2406	2974	3035	2797
ENSG00000054796	0	0	0	0	0	0	0	0	0
ENSG00000054803	0	0	0	0	0	0	0	1	0
ENSG00000054938	28	13	5	28	10	0	9	7	6
ENSG00000054965	2753	3321	2047	2865	2897	2114	2230	2871	2391
ENSG00000054967	133	180	114	137	93	112	96	180	134
ENSG00000054983	1237	1363	1086	1303	1285	1100	1205	1238	1055
ENSG00000055044	2190	2502	1799	2327	2351	1914	2509	2047	1770
ENSG00000055070	6177	6608	5246	6187	6005	4827	5077	6406	5763
ENSG00000055118	45	23	20	41	12	26	21	29	30
ENSG00000055130	3863	3720	3221	4061	3755	3077	3527	3540	3137
ENSG00000055147	1200	1202	1050	1237	1225	978	1131	1016	1073
ENSG00000055163	897	918	682	845	919	617	671	951	709
ENSG00000055208	4692	4819	4033	5080	4621	4087	4504	4289	4340
ENSG00000055211	3957	3270	4919	4360	3331	4795	4627	2820	4641
ENSG00000055332	5087	6438	4234	6244	5710	4585	5134	4815	4378
ENSG00000055483	1627	2127	1420	1755	2013	1277	1599	2102	1695
ENSG00000055609	1289	1739	1210	1860	1508	1413	1526	1376	1791
ENSG00000055732	35	39	19	38	28	14	56	35	11
ENSG00000055813	2	44	7	2	20	5	2	21	12
ENSG00000055917	3966	4555	3383	4075	4148	3217	3770	3733	3232
ENSG00000055950	1157	1364	998	1102	1211	1041	934	1291	1155
ENSG00000055955	12	54	9	63	26	37	36	37	29
ENSG00000055957	0	0	2	0	1	4	1	1	3
ENSG00000056050	822	969	609	877	1032	789	831	874	602
ENSG00000056097	6269	5910	5887	6467	5396	5834	5764	5299	6240
ENSG00000056277	297	244	195	237	228	208	288	254	161
ENSG00000056291	0	2	0	1	0	0	0	0	0
ENSG00000056487	2	6	0	0	7	4	2	2	1
ENSG00000056558	326	427	318	325	367	226	275	424	275
ENSG00000056586	2956	3257	2464	3010	3284	2372	3088	2735	2821
ENSG00000056736	85	92	77	90	108	51	86	82	55
ENSG00000056972	1306	1265	1114	1364	1098	1031	1093	1278	1198
ENSG00000056998	375	303	298	401	294	318	335	350	351
ENSG00000057019	8290	7578	12493	8469	7208	12616	8370	6670	14199
ENSG00000057149	0	0	0	0	0	1	0	0	1
ENSG00000057252	2227	2032	1825	1955	1903	1671	2075	1674	1901
ENSG00000057294	8	12	3	8	6	6	2	7	21
ENSG00000057468	2	2	0	1	3	5	0	5	2
ENSG00000057593	19	16	8	22	24	14	35	12	4
ENSG00000057608	10998	11593	9901	11486	11272	9561	10998	10529	10227
ENSG00000057657	734	999	488	698	975	489	621	950	481
ENSG00000057663	1947	2017	1476	1903	1896	1450	1910	1683	1436
ENSG00000057704	19	29	0	22	23	9	21	31	9
ENSG00000057757	1029	1132	1100	1013	1052	1025	989	1072	1182
ENSG00000057935	1566	1589	1223	1637	1430	1154	1474	1391	1309
ENSG00000058056	1076	1179	632	1128	1182	668	1098	1067	695
ENSG00000058063	3493	3330	2605	3539	3172	2527	3231	2775	2866
ENSG00000058085	687	1080	1103	591	883	1005	629	929	1163
ENSG00000058091	1122	1468	672	1184	1364	726	1043	1187	713
ENSG00000058262	19479	21422	19466	20159	18510	18465	16273	21427	22794
ENSG00000058272	5230	5897	4637	5327	5486	4998	5510	4749	4893
ENSG00000058335	16	23	15	15	25	17	17	18	8
ENSG00000058404	10	13	0	11	9	7	10	16	10
ENSG00000058453	437	801	336	497	520	294	354	696	364
ENSG00000058600	1027	1179	936	1114	909	803	858	1076	984
ENSG00000058668	21978	13882	34070	23593	13176	33957	21543	14822	40936
ENSG00000058673	7384	5809	5240	8314	7126	5241	7733	6228	6279
ENSG00000058729	1470	1490	1415	1617	1579	1411	1709	1304	1467
ENSG00000058799	875	1062	920	923	934	883	879	955	1126
ENSG00000058804	1369	1419	865	1284	1264	680	1267	1112	845
ENSG00000058866	35	22	53	15	10	17	51	26	21
ENSG00000059122	1347	1815	1327	1344	1413	1243	913	1801	1818
ENSG00000059145	617	712	562	705	623	451	562	721	676
ENSG00000059377	167	60	108	219	46	121	138	68	121
ENSG00000059378	657	978	338	872	806	464	636	854	433
ENSG00000059573	5085	5443	4021	4995	5041	3792	4437	5000	4372
ENSG00000059588	635	959	468	826	964	498	681	851	535
ENSG00000059691	476	590	361	542	532	319	402	590	409
ENSG00000059728	347	374	463	401	354	383	326	327	485
ENSG00000059758	3165	2875	1644	3120	2962	1767	2918	2461	1741
ENSG00000059769	876	611	859	867	622	763	988	568	823
ENSG00000059804	2498	2942	2175	2718	2682	2100	2373	2577	2393
ENSG00000059915	103	152	82	109	144	66	101	152	100
ENSG00000060069	497	646	436	550	541	432	470	637	507
ENSG00000060138	6201	7107	5123	6781	6661	4982	6418	6486	5050
ENSG00000060140	19	15	17	18	9	34	9	5	37
ENSG00000060237	5823	6608	6643	6422	6069	6793	6107	5873	8012
ENSG00000060303	14	12	9	12	21	10	7	19	19
ENSG00000060339	4307	4926	3508	4381	4564	3527	4293	3941	3647
ENSG00000060491	1064	1453	835	1211	1172	784	827	1491	1105
ENSG00000060558	8	7	1	3	2	0	3	5	12
ENSG00000060566	0	0	0	0	0	0	0	0	0
ENSG00000060642	745	734	821	699	648	723	613	716	752
ENSG00000060656	1298	1709	766	1206	1280	646	832	1603	872
ENSG00000060688	957	1187	548	1014	1051	662	924	1080	674
ENSG00000060709	0	0	0	0	1	0	0	1	0
ENSG00000060718	573	3254	1182	654	2709	1258	577	2421	1443
ENSG00000060749	2098	2315	1588	2169	2285	1582	2170	1883	1790
ENSG00000060762	623	654	637	729	560	563	589	514	577
ENSG00000060971	1053	1311	1131	1120	1018	1180	750	1156	1373
ENSG00000060982	6669	9816	5024	7022	9571	5358	7050	7972	5694
ENSG00000061273	3305	4770	2346	3485	3681	2244	2474	4646	2609
ENSG00000061337	162	269	128	165	204	116	142	236	157
ENSG00000061455	17	36	16	13	33	10	22	25	20
ENSG00000061492	0	0	0	0	0	0	0	2	0
ENSG00000061656	108	80	58	93	84	64	62	79	88
ENSG00000061676	11519	11872	11597	11193	11515	11274	10828	10106	12029
ENSG00000061794	1886	2000	1658	1844	1956	1875	1819	1718	1925
ENSG00000061918	105	97	41	93	83	47	85	81	38
ENSG00000061936	1630	1958	904	1820	1772	951	1383	1728	988
ENSG00000061938	796	1200	843	829	943	697	556	1147	895
ENSG00000061987	3015	3181	2574	3386	3097	2585	3129	2615	2811
ENSG00000062038	271	420	133	305	393	181	199	400	133
ENSG00000062096	0	1	2	1	0	6	2	3	1
ENSG00000062194	3137	2796	2179	3132	2815	1986	3236	2498	2118
ENSG00000062282	81	55	81	73	40	60	54	60	63
ENSG00000062370	360	408	302	424	347	331	354	335	294
ENSG00000062485	5031	5667	4077	5442	5222	3986	4521	4929	4633
ENSG00000062524	15	27	1	22	25	2	9	14	6
ENSG00000062582	2308	2297	1630	2283	2020	1748	1644	2441	1896
ENSG00000062598	2000	2117	1794	2062	1853	1783	1559	1986	2021
ENSG00000062650	2938	2860	2370	3113	2825	2543	2909	2592	2675
ENSG00000062716	9422	11704	8805	10425	10810	9294	9994	9526	9502
ENSG00000062725	3478	3152	2868	3435	2964	2822	3226	2664	2846
ENSG00000062822	351	576	156	360	390	130	198	532	209
ENSG00000063015	15	9	8	14	9	8	14	7	33
ENSG00000063046	22599	22279	15238	22912	22181	15373	21233	21114	15249
ENSG00000063127	66	62	30	82	70	23	47	40	32
ENSG00000063169	333	534	235	413	417	241	296	577	312
ENSG00000063176	314	385	371	315	321	273	215	413	404
ENSG00000063177	11437	13933	8422	12254	12254	7940	8776	13790	9785
ENSG00000063180	312	264	207	288	230	163	224	289	185
